initial_capital,final_equity,total_return,total_return_pct,num_trades,num_buys,num_sells,win_rate,avg_profit_loss,max_drawdown,max_drawdown_pct,sharpe_ratio,total_fees,tp_hits,sl_hits,max_holding_hits,tp_sl_ratio
10000,10886.50712826816,886.5071282681602,8.865071282681601,124,62,62,72.58064516129032,20.136103250324677,171.86653101848242,1.687354575549116,40.45228695901626,1280.1356250658146,45,17,0,2.6470588235294117
